Name,ID,Weight
Priest Lauderdale,968,2
Gerald Wallace,2222,14
Gary Alcorn,76020,2
Rafael Araujo,2737,3
Bob Bigelow,76165,4
Cedric Ceballos,76,11
Geno Carlisle,2367,1
Jason Sasser,987,2
Mitch Kupchak,77324,9
Paolo Banchero,1631094,2
Garland O'Shields,77774,1
Marvin Webster,78481,9
Hunter Tyson,1641816,1
Zion Williamson,1629627,4
Aaron Jackson,1628935,1
Moussa Diabate,1631217,2
Wayne Stevens,78252,1
Willie Wise,78602,2
Irving Thomas,78317,1
Pat Garrity,1727,10
John Holland,204066,2
Scooter McCray,77518,3
Mario Bennett,712,4
DeMarcus Nelson,201634,1
Andy Toolson,342,2
George Johnson,77148,8
Isaiah Jackson,1630543,3
Jim Burns,76309,1
Pat Frink,76759,1
Tyrone Corbin,895,16
Larry Comley,76427,1
Jacob Pullen,1626643,1
Jerome Jordan,202366,2
Marshall Hawkins,76974,1
Frank Schade,78069,1
Clark Kellogg,77236,5
Jimmy Walker,78439,9
Paul Noel,77723,5
Grant Gondrezick,76831,2
Josh Minott,1631169,2
Swen Nater,77689,8
Bryant Stith,179,10
Ronnie Lester,77373,6
Dick Schnittker,78086,6
Greg Anthony,21,11
Eric Moreland,203961,4
Timofey Mozgov,202389,8
Anderson Varejao,2760,14
Gary Clark,1629109,4
Cliff Barker,76098,3
Damion Lee,1627814,6
Hank DeZonie,76562,1
Cory Higgins,202809,2
Sammy Smith,78205,2
Malcolm Mackey,1635,1
Luis Scola,2449,10
Jim Riffey,77959,1
Jordan Nwora,1629670,4
Udoka Azubuike,1628962,4
Chris Silva,1629735,4
Dontell Jefferson,200971,1
Mel Thurston,78340,1
Ralph Simpson,78157,4
Kendall Brown,1631112,1
Johnny Oldham,77758,2
Chris Jent,1137,2
Eric White,78507,2
Joel Kramer,77308,5
Scoot Henderson,1630703,1
Charlie Davis,76519,3
Jordan Farmar,200770,10
Cassius Winston,1630216,2
Eric Anderson,944,2
Sam Mitchell,417,13
Wayne Simien,101134,2
Kenny Rollins,78012,3
Daequan Cook,201161,6
Victor Wembanyama,1641705,1
Wally Walker,78442,8
Jim Pollard,77867,7
Rich Johnson,77164,3
Sid Tannenbaum,78291,2
Sam Mack,694,7
Jamal Murray,1627750,7
Gil McGregor,77534,1
Desmon Farmer,2824,2
Kenny Higgs,77021,3
James Robinson,381,7
Donald Martin,77471,2
Joe Wieskamp,1630580,2
Tito Maddox,2432,1
Connie Rea,77922,1
Ed Earle,76630,1
A.J. Guyton,2062,3
Les Pugh,77888,2
Mike Brittain,76260,2
Earl Boykins,1863,13
Sam Young,201970,4
Guy Williams,78550,2
Darrell Arthur,201589,9
Ray Scott,78100,9
James Collins,1530,1
Russell Westbrook,201566,16
Gundars Vetra,78415,1
Gabe York,1628221,2
Cazzie Russell,78045,12
Chris Harris,76958,1
Zan Tabak,440,6
Ryan Robertson,1926,1
Rui Hachimura,1629060,5
Sam Merrill,1630241,4
Larry Johnson,913,10
Gui Santos,1630611,1
Billy Thomas,2873,3
Charles Smith,293,9
Al Jackson,77099,1
Carl McNulty,77563,1
B.J. Armstrong,769,11
Tom Gugliotta,339,13
Charlie Johnson,77133,7
Devontae Cacok,1629719,3
Bones Hyland,1630538,3
Luca Vildoza,1630492,0
Al Fleming,76722,1
Onyeka Okongwu,1630168,4
Adrian Branch,76237,4
Daniel Oturu,1630187,2
DerMarr Johnson,2035,7
Anthony Roberts,77975,5
Darrell Elston,76667,1
Kevin Lynch,77426,2
Kiwane Garris,1619,2
Alfredrick Hughes,77076,1
Justin Williams,200818,2
Gerald Wilkins,786,13
James Cotton,1526,2
Tom Sewell,78116,1
Dennis Smith Jr.,1628372,7
Kurt Nimphius,77719,8
Earl Williams,78546,4
Terry Dehere,143,6
Jermaine Taylor,201966,2
John Barnhill,76108,7
Daryl Macon,1629133,2
Randy Denton,76558,1
Dale Davis,905,16
Jon Teske,1630257,1
Lari Ketner,1930,2
Tyler Cook,1629076,3
Chuck Person,456,13
Log Vander Velden,78403,1
Joe Alexander,201570,2
Don Ford,76734,7
Henry Pearcy,77826,1
Cornelius Cash,76364,1
Buddy Jeannette,77125,3
Gary Melchionni,77575,2
Greg Grant,285,6
Darnell Valentine,78395,9
Ed Horton,77060,1
Ronnie MacGilvray,77430,1
Reggie Williams,202130,7
Wayne Englestad,76671,1
Bob Riley,77963,1
Isaiah Stewart,1630191,4
Dennis Boyd,76221,1
Nicolas Laprovittola,1627879,1
Daniel Gibson,200789,7
Brandon Goodwin,1629164,4
Harold Miner,114,4
Dexter Boney,1121,1
Blake Wesley,1631104,2
Dick Shrider,78141,1
Perry Warbington,78454,1
Brent Scott,1064,1
GG Jackson,1641713,1
Josh McRoberts,201177,11
Dragan Tarlac,1434,1
Danny Granger,101122,10
Harvey Halbrook,76919,2
Derek Hood,1967,1
Moritz Wagner,1629021,6
Ronald Dupree,2648,6
Antoine Walker,952,12
Tre Jones,1630200,4
Joseph Forte,2218,2
Marcus Williams,200766,4
James Nunnally,203263,3
Jimmy King,728,2
Skal Labissiere,1627746,4
Bob Sura,682,10
Wallace Sydnor,78287,1
Howie Jolliff,77172,3
Craig Ehlo,378,14
Jericho Sims,1630579,3
Tom Callahan,76333,1
Karl-Anthony Towns,1626157,9
Juan Toscano-Anderson,1629308,4
David West,2561,15
Herm Fuetsch,76763,1
John Brown,76276,7
Jabari Smith,2074,4
Gene Dyker,76626,1
Evan Mobley,1630596,3
Dan Dickau,2424,6
Tom Marshall,77467,4
Reggie Miller,397,18
Joe Strawder,78268,3
Bob Hogsett,77037,1
Max Zaslofsky,78638,10
Kent Benson,76154,11
Jermaine Jackson,1983,5
Wayman Tisdale,47,12
Adrian Dantley,76504,15
P.J. Tucker,200782,13
Ike Fontaine,1829,1
Dermie O'Connell,77745,2
Henry James,1080,7
Demetris Nichols,201193,2
Mirza Teletovic,203141,6
Luther Head,101129,6
Cliff Hagan,76912,10
Harry Miller,77600,1
Grant Jerrett,203511,1
Keyonte George,1641718,1
Kirk Haston,2213,2
Alvan Adams,76011,13
Wayne Cooper,76441,14
Steve Nash,959,18
Theo Ratliff,689,16
Eddie Mast,77483,3
Nathan Jawai,201605,2
Jorge Gutierrez,203268,3
Larry Hughes,1716,13
David Thompson,78326,8
James Thomas,2839,2
Jeff Foote,202880,1
Clint McDaniel,723,1
Mel McGaha,77529,1
Torgeir Bryn,76292,1
Billy Gabor,76768,6
Sandro Mamukelashvili,1630572,3
Tony Campbell,76338,11
Zaza Pachulia,2585,16
Howie Rader,77895,1
Kevin Edwards,236,11
Danny Young,78633,10
Sam Jones,77196,12
Dave Lattin,77342,2
Luke Kennard,1628379,7
Jack George,76800,8
Dave Newmark,77712,2
Walter Sharpe,201594,1
Lamar Green,600011,6
Viktor Khryapa,2751,4
Larry Demic,76553,3
Jarnell Stokes,203950,3
Harry Barnes,76103,1
Art Collins,76416,1
Nemanja Bjelica,202357,7
Ron Anderson,76046,10
Jason Terry,1891,19
Jeff Trepagnier,2244,3
JaJuan Johnson,202707,1
Tony Bradley,1628396,6
Juaquin Hawkins,1038,1
Ian Clark,203546,6
Reggie Harding,76945,4
Chuck Mrazovich,77657,1
Tyshawn Taylor,203116,2
David Johnson,1630525,1
Jim Farmer,76695,5
Cole Anthony,1630175,4
Les Hunter,77084,1
Jelani McCoy,1741,8
Joel Anthony,201202,10
Lou Tsioropoulos,78371,3
Anthony Peeler,324,13
Jim Springer,78234,1
Larry Mikan,77591,1
Mark Jones,90000,1
Semi Ojeleye,1628400,5
Romeo Langford,1629641,4
Dionte Christmas,202091,1
John Chaney,76380,1
Goebel Ritter,77968,3
Cameron Bairstow,203946,2
Dave DeBusschere,76545,12
JR Smith,2747,16
Trevor Winter,1868,1
Alexis Ajinca,201582,7
Martin Nessley,77704,1
Alan Anderson,101187,8
Jeff Lebo,77354,1
Tony Wroten,203100,4
Rex Morgan,77641,2
Zach Collins,1628380,6
Johnny Jorgensen,77211,2
Bojan Bogdanovic,202711,9
Wally Szczerbiak,1887,10
Michael Ansley,76050,3
Jerome Beasley,2602,1
James Anderson,202341,5
Jamal Cain,1631288,2
Dave Johnson,77138,2
John Trapp,78367,5
Cory Carr,1757,1
Marc Iavaroni,77092,7
George Mearns,77568,2
Shawn Bradley,762,12
Marcus Landry,202068,1
Jack Foley,76729,1
LaMelo Ball,1630163,4
Didi Louzada,1629712,2
Vincenzo Esposito,76683,1
Don Chaney,76379,11
Ziaire Williams,1630533,3
Alonzo Gee,202087,8
Kyle Guy,1629657,3
Jack Twyman,78388,11
Tyler Dorsey,1628416,3
Stan Miasek,77587,6
Jim Spanarkel,78222,5
Chris Garner,1612,2
Robert Horry,109,16
Andy Kostecka,77303,1
Ivano Newbill,1096,3
Jaylin Williams,1631119,2
Tommy O'Keefe,77753,1
Orlando Graham,76841,1
Paul Millsap,200794,16
Mahmoud Abdul-Rauf,51,9
Dennis Bell,76142,3
John Coughran,76457,1
John Abramovic,76007,2
DeSagana Diop,2205,12
Larry Kenon,77246,7
Giannis Antetokounmpo,203507,11
Lloyd Walton,78449,5
Murray Mitchell,77616,1
Jay Guidinger,76904,2
Hank Rosenstein,78019,1
Jimmy Oliver,1429,5
RaiQuan Gray,1630564,1
Tariq Owens,1629745,1
Bob Brown,76284,2
Bryant Reeves,735,6
Derrick McKey,365,15
Xavier Rathan-Mayes,1628504,1
Bill Mayfield,77495,1
Gene Stump,78275,3
Bill Jones,77180,1
Dominick Barlow,1631230,2
Jarron Cumberland,1629600,1
Hanno Mottola,2069,2
Jim Price,77883,7
John Garris,76791,1
Willis Reed,77929,10
Derrick Coleman,934,15
Will Magnay,1630266,1
Iman Shumpert,202697,10
Dion Glover,1901,6
Luis Flores,2784,1
Billy Donovan,76586,1
Meyers Leonard,203086,10
Reggie Geary,1002,2
Billy Garrett,1628656,1
Neal Walk,78432,8
Jordan Walsh,1641775,0
Jason Kidd,467,19
Wayne Sappleton,78062,1
Von Wafer,101144,6
Bob Lochmueller,77397,1
Bill Willoughby,78577,8
Boris Nachamkin,77682,1
Cedric Henderson,76990,1
Bobby Jackson,1517,12
Johnny Norlander,77728,5
Fred Vinson,1844,2
Brandon Sampson,1629102,1
Gene Banks,76093,6
Mickey Dillard,76569,1
Byron Mullens,201957,5
Hank Beenders,76139,3
Derrick Caracter,202382,1
Kevin Loder,77401,3
C.J. Williams,203710,2
Tom Hoover,77051,3
Mikal Bridges,1628969,6
Vince Boryla,76210,5
Chris Owens,2442,1
Micheal Ray Richardson,77952,8
Butch Carter,76355,6
Billy Paultz,77817,9
Jake Fendley,76705,2
Mario West,201238,4
Dave Jamerson,77114,3
Delaney Rudd,78035,4
Yi Jianlian,201146,5
Ike Diogu,101113,6
Roylee Hamilton,76928,2
Jeff Withey,203481,5
Ed Stokes,1055,1
Dwayne Washington,78465,3
Fred Paine,77790,1
Hal Greer,76882,15
Jordan Hawkins,1641722,1
Mike James,2229,12
Thabo Sefolosha,200757,14
Matt Carroll,2679,10
Ira Newble,1956,8
Jerome Robinson,1629010,4
Dontae' Jones,963,1
KJ Martin,1630231,4
Lynn Greer,2696,1
Shawn Long,1627848,1
Zach LaVine,203897,10
Zach Lofton,1629155,1
Jeff Slade,78170,1
Eric Washington,1540,2
Duane Klueh,77285,2
Mark Strickland,1110,8
Sidney Wicks,78520,10
Kurt Rambis,77905,14
Pat Dunn,76617,1
Ryan Humphrey,2415,3
Randy Breuer,76247,11
Hedo Turkoglu,2045,15
Bill Herman,77006,1
Howard Wood,78609,1
Pace Mannion,77456,6
Sam Stith,78259,1
Tim Ohlbrecht,203317,1
Mark Jackson,349,17
John McConathy,77513,1
Georges Niang,1627777,8
Randolph Childress,719,2
Kirk Hinrich,2550,13
Loy Petersen,77840,2
Anthony Frederick,76752,3
Johnny Juzang,1630548,1
Cameron Payne,1626166,9
Bill Buntin,76302,1
Daishen Nix,1630227,3
Latrell Sprewell,84,13
Doug Bolstorff,76197,1
Josh Okogie,1629006,6
Malcolm Miller,1626259,3
Garfield Smith,78189,2
Dick Groat,76894,1
Emoni Bates,1641734,1
Tom Owens,77786,7
Slick Watts,78473,6
Amal McCaskill,1043,4
Rudy Gobert,203497,11
Terry Davis,426,10
Spencer Hawes,201150,10
Irv Rothenberg,78023,3
Donald Hodge,1106,5
York Larese,77339,1
David Wesley,133,14
Rod Knowles,77293,1
Jamaree Bouyea,1631123,2
Johnny Orr,77769,1
Kevin Pangos,1630698,1
Mark Davis,76528,1
Corey Crowder,76482,2
Keith Herron,77010,3
Dalibor Bagaric,2053,3
Nene,2403,17
George Ratkovicz,77913,6
Jerian Grant,1626170,5
Ed Burton,76314,2
Larry Foust,76744,12
Carmelo Anthony,2546,19
Willie McCarter,77505,3
DeAndre' Bembry,1627761,6
Othello Hunter,201629,2
Grady Lewis,77381,3
Bracey Wright,101152,2
Lawrence Funderburke,1444,7
Marv Schatzman,78074,1
Vern Hatton,76969,4
Julian Phillips,1641763,1
Maurice Harkless,203090,10
Leon Douglas,76590,7
Darius Days,1630620,1
Wang Zhi-zhi,1917,5
Xavier Sneed,1630270,2
Kyrie Irving,202681,13
Elden Campbell,922,15
Jordan Hill,201941,8
James Bailey,76085,9
Jeff Sheppard,1852,1
Rodney McGruder,203585,7
Tim Thomas,1501,13
Fred Sheffield,78131,1
Chris Childs,164,9
Herm Hedderick,76986,1
Craig Neal,77694,2
Nate Williams,78561,8
Bob Elliott,76656,3
Kevin Restani,77944,8
Junior Harrington,2454,3
Bob Boozer,76206,11
Michael Holton,77047,6
Mychel Thompson,202814,1
Bill Zopf,78648,1
Ivan McFarlin,200829,1
Al Lucas,77417,1
Alan Ogg,1628,3
Jeremy Pargo,202951,3
Derrick Alston,308,3
Malik Beasley,1627736,8
Kenny Fields,76713,4
Jack Parkinson,77801,1
Chandler Hutchison,1628990,4
Tremont Waters,1629682,3
Al Carlson,76343,1
Andrew Harrison,1626150,3
Rick Calloway,76334,1
Joe Fulks,76764,8
Kevin Porter,77876,10
Travis Outlaw,2566,11
Glenn McDonald,77525,3
Buddy Hield,1627741,8
Caldwell Jones,77175,14
Dick Surhoff,78280,2
Goran Dragic,201609,15
Cherokee Parks,685,9
Sasha Danilovic,390,2
Roy Marble,77460,2
Roy Hinson,77030,8
Brian Cardinal,2073,12
Frank Radovich,77899,1
Jalen Suggs,1630591,3
Chris Jefferies,2423,2
Devin Durrant,76621,2
Don Rehfeldt,77933,2
Jerome Whitehead,78516,11
Donald Whiteside,1126,2
Alex Len,203458,11
Frank Kudelka,77319,4
Travis Williams,1576,2
Jerry Sichting,78146,10
Malaki Branham,1631103,2
Jordan Sibert,1626296,1
Tyreke Evans,201936,10
Walter Berry,76158,3
Nate Hinton,1630207,3
Samaki Walker,955,10
Milt Palacio,1960,7
Kenrich Williams,1629026,6
Shawne Williams,200761,7
Bobby Wanzer,78453,9
Carl Thomas,1063,3
Shaquille O'Neal,406,19
Julius Hodge,101125,2
Guy Rodgers,78003,12
Howie Janotta,77122,1
Rick Mahorn,328,18
Paul Huston,77088,1
Dick Mehen,77572,3
Chris Ford,76733,10
Johnny Payak,77821,2
Tyrell Terry,1630179,2
Butch Feher,76699,1
Jay Carty,76363,1
Herbert Jones,1630529,3
Jojo English,76676,3
Ron Riley,77964,4
Steve Bracey,76226,3
Filip Petrusev,1630196,1
Mo Howard,77067,1
Wes Unseld,78392,13
Chris Quinn,200809,6
Dave Stallworth,78238,8
Wayne Ellington,201961,13
Randell Jackson,1872,2
Kendrick Nunn,1629134,3
Jacque Vaughn,1521,12
Phil Sellers,78111,1
Chuckie Williams,78541,1
John Hargis,76949,2
Kiki Vandeweghe,78404,13
Robin Lopez,201577,16
LeRon Ellis,1034,3
Earl Watson,2248,13
Isaiah Mobley,1630600,2
Tim Young,1937,1
Marko Simonovic,1630250,2
Bimbo Coles,902,14
Wilt Chamberlain,76375,14
Bruce Flowers,76725,1
Steve Johnson,77134,10
Ted Luckenbill,77421,2
Will Perdue,781,13
Walt Lemon Jr.,1627215,2
Phil Hubbard,77071,10
Saddiq Bey,1630180,4
Darius Miles,2032,7
Charles Bradley,76230,3
Guy Rucker,2462,1
Kwame Brown,2198,12
Lee Robbins,77972,2
Doug Lee,77358,3
Wayne See,78107,1
Steve Goodrich,1864,2
J.P. Macura,1629122,2
Marcus Thornton,201977,8
Jerry Baskerville,76119,1
Stanley Roberts,914,8
Curtis Jerrells,201998,0
Gordan Giricek,1921,6
Isaac Bonga,1629067,4
Julius Nwosu,1022,1
Bob Rule,78042,8
Tom Chambers,1472,16
Ken McBride,77499,1
Joe Smith,693,16
Brian Taylor,78296,6
Charlie Ward,369,11
Reggie Johnson,77163,4
John Edwards,2823,2
Jon McGlocklin,77533,11
Stephen Zimmerman,1627757,1
Rasheed Wallace,739,16
Stanley Brundy,76288,1
Kendrick Perkins,2570,14
Chad Gallagher,76772,1
Luka Garza,1630568,3
Cliff Alexander,1626146,1
Tommy Byrnes,76322,5
Frank Reddout,77925,1
Kent Edelin,76637,1
Isaiah Livers,1630587,2
Mario Kasun,2435,2
Mike Smith,2065,1
Gary Hill,77026,2
Barry Yates,78629,1
Steven Smith,200848,1
Mo Martin,77476,2
Elliot Perry,386,10
Jon Sundvold,78279,9
Patricio Garino,1627868,1
Cheikh Samb,200798,2
Orlando Robinson,1631115,2
James Silas,78150,6
Dan Majerle,105,14
Aaron Gray,201189,7
Paul Westphal,78500,12
Lorenzo Romar,78015,5
Aaron Williams,1425,14
Aaron Brooks,201166,10
Ian Mahinmi,101133,12
Matt Guokas,76908,10
Michael McDonald,1075,1
Jamie Waller,78445,1
Joel Freeland,200777,3
Vladimir Radmanovic,2209,12
Ibou Badji,1630641,0
Ryan Lorthridge,943,1
Karim Mane,1630211,1
Luka Samanic,1629677,4
Luke Kornet,1628436,7
Bingo Smith,78202,11
Tom Tolbert,78347,7
Trey Johnson,201234,3
Andre Owens,101261,2
Mccoy McLemore,77548,8
Rolando Ferreira,76709,1
Jake Carter,76359,1
Mile Ilic,101148,1
Justin Hamilton,203120,3
Tommy Kearns,77231,1
Spud Webb,892,12
Vernon Macklin,202731,1
DJ Mbenga,2788,7
Alvin Attles,76070,11
Bryce Dejean-Jones,1626214,1
Landry Fields,202361,5
Rony Seikaly,938,11
Jamil Wilson,203966,1
Luc Longley,26,10
Zavier Simpson,1630285,1
Dick Dickey,76565,1
Royal Ivey,2767,10
Mike Higgins,1848,2
Jim Nolan,77724,1
Leo Gottlieb,76836,2
Dave Schellhase,78081,2
Clifford Lett,77374,2
Jacob Toppin,1631210,0
Garry Witts,78605,1
Justin Robinson,1629620,3
Speedy Claxton,2049,7
Sir'Jabari Rice,1641811,0
Tayshaun Prince,2419,14
Jarell Martin,1626185,4
Tre Mann,1630544,3
John Coker,715,3
Reggie Theus,78310,13
Michael Doleac,1720,10
Chuck Hayes,101236,11
Terry Porter,345,17
Rob Kurz,201633,1
Pete Cross,76477,3
Larry Sanders,202336,6
Lucius Allen,76027,10
Tony Parker,2225,18
Dan King,77266,1
Aleksandar Djordjevic,1059,1
Ryan Kelly,203527,4
Bobby Washington,78469,2
Otto Moore,77636,9
Paul Ruffner,78039,3
Jaden Ivey,1631093,2
Archie Goodwin,203462,4
Dino Radja,129,4
Kevin Kunnert,77323,9
Toby Knight,77289,4
Rick Weitzman,78486,1
Kevin O'Shea,77773,3
Stuart Gray,76861,7
Dwight Howard,2730,18
Ralph Davis,76532,2
Zydrunas Ilgauskas,980,13
Howie Dallmar,76498,3
Pooh Richardson,71,10
Henry Bibby,76162,9
Darius Garland,1629636,5
Brian Shaw,216,14
Wayne Selden,1627782,4
Xavier Munford,204098,2
Keith Starr,78243,1
Lynbert Johnson,77159,1
Darrell Armstrong,353,14
Corey Benjamin,1736,4
Chuck Terry,78306,3
Kurt Thomas,703,18
Dwayne McClain,77509,1
Tellis Frank,76748,5
Jalen Johnson,1630552,3
Donnie Butcher,76318,5
Raymond Felton,101109,14
Kobe Brown,1641738,1
Jim King,77270,10
Donald Smith,78185,1
Jermaine O'Neal,979,18
Mike Dunleavy,2399,15
Steve Scheffler,88,7
Norman Black,76174,1
Tom Hammonds,67,12
James Davis,76524,1
Nicolas Brussino,1627852,2
Si Green,76877,9
Enoch Olsen,77765,7
Jerome Lane,77335,5
DJ Stephens,203474,2
Jordan Loyd,1628070,1
George Sobek,78214,1
Phil Zevenbergen,78644,1
Monte Morris,1628420,6
Darrin Hancock,241,3
Jalen Brunson,1628973,6
Cameron Johnson,1629661,5
Vic Law,1629724,1
Tyler Johnson,204020,8
Jim Jackson,754,14
Greg Buckner,1761,10
Andrew Toney,78351,8
John Stockton,304,19
Jeff Cook,76436,8
Pape Sy,202377,1
Joe Young,1626202,3
Travis Leslie,202727,1
Alvin Jones,2264,1
Bob Kauffman,77227,7
Danny Wagner,78428,1
Jared Rhoden,1631197,2
Clem Haskins,76965,9
Angelo Musi,77677,3
Nikita Wilson,78582,1
Ognjen Kuzmic,203136,2
Ossie Schectman,78078,1
Terry Cummings,187,18
Al Negratti,77698,1
Kurk Lee,77362,1
Chris Mills,168,10
Charlie Scott,78097,9
George Glamack,76820,1
Sylvester Norris,77732,1
Thomas Welsh,1629118,1
Norm Baker,76089,1
Paul Shirley,2321,3
Richard Dumas,30,3
Kenny Battle,76123,4
Norm Cook,76437,2
Cameron McGriff,1630787,1
Luke Harangody,202376,2
Treveon Graham,1626203,4
Andrew Goudelock,202726,3
Leo Katkaveck,77226,2
Milt Wagner,78429,2
Rick Wilson,78583,2
Dorie Murrey,77676,6
Larry Bird,1449,13
Barry Nelson,77699,1
Rock Lee,77363,1
Gerald Glass,76821,4
Willie Norwood,77733,7
Justin Reed,2770,3
Lorenzo Williams,31,7
Jeff Adrien,202399,5
Ricky Sobers,78215,11
Devin Robinson,1628421,2
Brooks Thompson,240,4
Troy Brown Jr.,1628972,6
Ty Jerome,1629660,5
Jeremiah Martin,1629725,2
Sim Bhullar,204021,1
Derrick Dial,1760,4
Rudy Tomjanovich,78350,11
Robert Parish,305,21
Chris Paul,101108,19
Larry Moffett,77621,1
Ernie Grunfeld,76899,9
Toumani Camara,1641739,1
Joffrey Lauvergne,203530,4
Don Smith,78184,1
Maurice Ndour,1626254,1
Darrell Allums,76030,1
Jay Williams,2398,1
Nick Van Exel,89,13
Peja Stojakovic,978,13
Tom Black,76175,1
Chris Robinson,997,2
Marques Bragg,66,1
Doug McDermott,203926,10
Jim Davis,76525,8
Ryan Arcidiacono,1627853,7
Micah Potter,1630695,2
Sidney Green,76876,10
Gene Ollrich,77764,1
Mark Landsberger,77334,7
Erick Green,203475,2
Pat Connaughton,1626192,9
Jaxson Hayes,1629637,5
Markquis Nowell,1641806,1
Derrick Walton Jr.,1628476,3
Bob Wood,78612,1
Pascal Siakam,1627783,8
Dalen Terry,1631207,2
Lee Johnson,77158,1
Ivan Johnson,201274,2
Nazr Mohammed,1737,18
Carlos Terry,78307,3
Voshon Lenard,702,11
Antonius Cleveland,1628499,2
Nat Frankel,76749,1
Justin Dentmon,202458,2
Al Butler,76319,4
Keon Johnson,1630553,2
Jeff Cross,76476,1
Luke Babbitt,202337,8
Luis Montero,1626242,2
Jamaal Tinsley,2224,11
Keith Smith,78192,1
Raul Neto,203526,8
Richard Washington,78468,6
Ron Moore,77637,1
Dale Hamilton,76925,1
Ben McLemore,203463,9
David Benoit,128,7
Ray Kuka,77322,2
DeQuan Jones,203199,1
Ron Knight,77288,2
Chuck Osborne,77772,1
Leonard Gray,76860,3
Emeka Okafor,2731,10
Bob Davis,76533,1
Steve Kerr,70,15
Sean Kilpatrick,203930,4
Courtney Fortson,202622,1
Efthimios Rentzias,981,1
Lou Dampier,76499,3
Ed Biedenbach,76163,1
Trevor Keels,1631211,1
Chris Dudley,201,16
Marial Shayok,1629621,1
Jamaal Magloire,2048,12
Chasson Randle,1626184,4
Casey Jacobsen,2418,4
Ray Ramsey,77908,1
Joe Ingles,204060,10
Michael Finley,714,15
Peter Thibeaux,78311,2
Keon Clark,1721,6
Dana Barros,344,14
Hamed Haddadi,201632,5
Darius Miller,203121,6
Duane Causwell,190,11
Martynas Andriuskevicius,101149,1
Bob Mullens,77660,1
Connie Hawkins,76972,7
Leaky Black,1641778,1
Michael Kearns,77230,1
Lavoy Allen,202730,6
Michael Jordan,893,15
Chet Aubuchon,76071,1
Andy Rautins,202360,1
Doug Collins,76421,8
Pete Myers,939,9
Byron Beck,76134,1
Dario Saric,203967,7
Kevon Harris,1630284,1
Yogi Ferrell,1627812,5
Derrek Dickey,76564,5
Antonio Burks,2766,2
Paul Nolen,77725,1
Bato Govedarica,76837,1
Donovan Williams,1631495,1
Andrew Levane,77375,3
Tom Scheffler,78080,1
Isaiah Roby,1629676,4
Mo Bamba,1628964,6
Charlie Shipp,78653,1
Vince Williams Jr.,1631246,2
Bobby Smith,78203,2
Norvel Pelle,203658,3
Vern Fleming,313,12
Marko Todorovich,78346,2
Courtney Sims,201235,2
Travis Wear,204037,2
Justin Minaya,1631303,2
George McLeod,77549,1
Al Ferrari,76708,6
Chris Johnson,202419,3
Howard Carter,76358,2
Guillermo Diaz,200799,1
Jalen Williams,1631114,2
Paul Silas,78151,16
Marc Gasol,201188,13
Benoit Benjamin,104,15
Jimmy Carruth,1131,1
John Wetzel,78501,7
Linas Kleiza,101132,7
Tree Rollins,78014,18
Arron Afflalo,201167,11
Matt Guokas,76909,1
Matt Maloney,1074,6
Dwight Waller,78444,1
Mardy Collins,200776,4
Kedrick Brown,2208,4
MJ Walker,1630640,1
Markus Howard,1630210,2
Todd Mundt,942,1
Bob McAdoo,77498,14
Andrew DeClercq,692,10
Dwayne Schintzius,368,8
Ollie Johnson,77162,10
Jay Taylor,78297,1
George McGinnis,77532,7
Denzel Valentine,1627756,5
Bob Thornton,738,8
Leandro Barbosa,2571,14
Emmette Bryant,76289,8
John Pinone,77861,1
Harry Gallatin,76773,10
Terrance Roberson,2121,1
Justin Anderson,1626147,6
Mike Bytzura,76323,1
Thomas Eddleman,76636,4
Usman Garuba,1630586,2
Juan Carlos Navarro,2434,1
Michael Brooks,76266,6
Khalid El-Amin,2064,1
Art Hillhouse,77027,2
Chris Wright,202874,2
George Yardley,78628,7
Phil Martin,77477,1
Don Sunderlage,78278,2
Kevin Williams,78556,5
George Lee,77359,7
Ken Sears,78106,8
Stephen Jackson,1536,14
Jared Terrell,1629123,1
Red Dehnert,76548,1
Patrick Beverley,201976,12
Vic Bartolome,76118,1
Rodney Rogers,915,12
A.J. Bramlett,1920,1
Rodions Kurucs,1629066,3
Seth Lundy,1641754,0
Emanual Davis,1023,6
Bob Verga,78413,1
Lucious Harris,446,12
Alex Acker,101165,2
Jerry Rullo,78043,4
Bill Chamberlain,76374,1
Cozell McQueen,77565,1
Clay Johnson,77135,3
Maurice Lucas,77420,12
Byron Houston,780,4
Bailey Howell,77070,12
Bill Turner,78385,6
R.J. Hampton,1630181,4
Marcus Fizer,2033,6
Dudley Bradley,76231,9
Rick Roberson,77973,7
Joe Ellis,76661,8
Tyson Chandler,2199,19
DeMarre Carroll,201960,11
Josh Gray,1627982,2
Brandon Williams,1630314,1
DeAndre Jordan,201599,16
Charles Smith,1520,5
Lauri Markkanen,1628374,7
Brad Sellers,78110,6
Tracy Murray,145,12
Bernie Williams,78540,2
Ralph Sampson,78055,9
James Hardy,76948,4
Ernie Vandeweghe,78405,6
Shawnelle Scott,1035,4
Anthony Randolph,201576,6
Jamison Brewer,2249,4
Geert Hammink,903,3
Gustavo Ayon,202970,3
Tony Jaros,77123,4
Mel Hutchins,77089,7
Lindsey Hunter,283,17
Damien Wilkins,2863,10
Glen Rice,779,15
Don Meineke,77573,5
Tyrese Maxey,1630178,4
Alphonso Ford,76732,2
John Paxson,77820,11
Bob Feerick,76698,4
Josh Christopher,1630528,2
