Name,ID,Weight
greg dreiling,1068,0.17
darius days,1630620,0.17
carl herrera,61,0.17
jack george,76800,0.17
rick robey,77984,0.17
scott padgett,1909,0.17
kareem rush,2416,0.17
jahidi white,1751,0.17
javonte smart,1630606,0.17
maurice ndour,1626254,0.17
zylan cheatham,1629597,0.17
mustafa shakur,201203,0.17
nicolas brussino,1627852,0.17
charlie share,78125,0.17
kalin lucas,203564,0.17
anthony goldwire,924,0.17
john shumate,78143,0.17
toby kimball,77259,0.17
kevin jones,203158,0.17
wally walker,78442,0.17
jordan schakel,1630648,0.17
jalen lecque,1629665,0.17
jordan hall,1631160,0.17
greg kelser,77239,0.17
arlen bockhorn,76191,0.17
sonny parker,77800,0.17
antonius cleveland,1628499,0.17
aleem ford,1630758,0.17
nick weatherspoon,78475,0.17
amida brimah,1628578,0.17
eddie jordan,77205,0.17
earl lloyd,77394,0.17
joe ellis,76661,0.17
lee nailon,1924,0.17
mel hutchins,77089,0.17
mickell gladness,202148,0.16
dave stallworth,78238,0.16
ron harper jr.,1631199,0.16
malik fitts,1630238,0.16
john butler jr.,1631219,0.16
don adams,76012,0.16
edgar jones,77184,0.16
jelani mccoy,1741,0.16
kenny walker,78440,0.16
tariq abdul-wahad,1505,0.16
gian clavell,1628492,0.16
john holland,204066,0.16
cory alexander,724,0.16
don reid,690,0.16
bill willoughby,78577,0.16
dairis bertans,1629541,0.16
reggie king,77273,0.16
troy caupain,1628505,0.16
lee mayberry,195,0.16
will cherry,203805,0.16
brandon paul,203464,0.16
matt mooney,1629760,0.16
walter berry,76158,0.16
billy mckinney,77547,0.16
brian bowen ii,1628968,0.16
terry dehere,143,0.16
howard porter,77875,0.16
jeff cook,76436,0.16
carldell johnson,201291,0.16
dick garmaker,76783,0.16
scotty pippen jr.,1630590,0.15
leon douglas,76590,0.15
kevin restani,77944,0.15
greg smith,78190,0.15
jared terrell,1629123,0.15
woody sauldsberry,78064,0.15
luis montero,1626242,0.15
colin castleton,1630658,0.15
charlie johnson,77133,0.15
dionte christmas,202091,0.15
marlon garnett,1831,0.15
mangok mathiang,1628493,0.15
collin gillespie,1631221,0.15
anthony bonner,41,0.15
ron lee,77364,0.15
alex groza,76897,0.15
jordan loyd,1628070,0.15
marcus landry,202068,0.15
sean mcdermott,1630253,0.15
ben hansbrough,203162,0.15
matt costello,1627856,0.15
fred foster,76740,0.15
charlie davis,76518,0.15
jontay porter,1629007,0.15
elston turner,78378,0.15
steve kuberski,77316,0.15
drew gordon,204079,0.15
garret siler,202081,0.15
vic law,1629724,0.15
max zaslofsky,78638,0.15
adonis thomas,203519,0.15
rashad mccants,101119,0.15
shamorie ponds,1629044,0.15
josh reaves,1629729,0.15
wilbur holland,77042,0.15
michael frazier ii,1626187,0.15
phil jordon,77210,0.15
marcus garrett,1630585,0.15
wayne turner,1943,0.15
mike gale,76771,0.15
richard washington,78468,0.15
tony mitchell,203183,0.15
kevin pangos,1630698,0.15
eddie griffin,2204,0.15
chris babb,203569,0.15
jerel mcneal,202077,0.15
emmette bryant,76289,0.15
donovan williams,1631495,0.15
antonio anderson,202079,0.15
dexter dennis,1641926,0.15
shaq buchanan,1629783,0.15
john brown,76276,0.15
ed conlin,76429,0.14
len elmore,600010,0.14
franklin edwards,76641,0.14
dan dickau,2424,0.14
zoran dragic,204054,0.14
bob harrison,76962,0.14
hank finkel,76716,0.14
buddy boeheim,1631205,0.14
jim davis,76525,0.14
trevon duval,1628979,0.14
patrick christopher,203565,0.14
trevor hudgins,1631309,0.14
coty clarke,1626262,0.14
leaky black,1641778,0.14
jermaine samuels jr.,1631257,0.14
don collins,76418,0.14
paul griffin,76889,0.14
aaron miles,101223,0.14
d'moi hodge,1641793,0.14
rob edwards,1630306,0.14
josh akognon,203006,0.14
karim mane,1630211,0.14
vincent hunter,1626205,0.14
jacob wiley,1628451,0.14
moses wright,1630589,0.14
jack white,1631298,0.14
sean colson,2173,0.14
daniel ochefu,1627849,0.14
tariq owens,1629745,0.14
fred hetzel,77012,0.14
rj nembhard jr.,1630612,0.14
yves pons,1630582,0.14
jeff wilkins,78537,0.14
matt williams jr.,1628475,0.14
jim loscutoff,77409,0.14
paul neumann,77706,0.14
mike tobey,1627861,0.14
rex walters,777,0.14
dave meyers,77586,0.14
toby knight,77289,0.14
cliff alexander,1626146,0.14
corky calhoun,76330,0.14
jeff foote,202880,0.14
anthony miller,292,0.14
myles powell,1629619,0.14
jack mcmahon,77551,0.14
chima moneke,1631320,0.14
trey gilder,201821,0.14
dwayne schintzius,368,0.14
jordan ford,1630259,0.14
keith appling,203951,0.14
tim ohlbrecht,203317,0.14
cornell warner,78460,0.14
luke zeller,202545,0.14
kyle alexander,1629734,0.14
aaron james,77115,0.14
kyle wiltjer,1627787,0.14
marcus cousin,202408,0.14
jim barnes,76105,0.14
chuck nevitt,77707,0.14
mj walker,1630640,0.13
shane edwards,202197,0.13
willie norwood,77733,0.13
sim bhullar,204021,0.13
javin delaurier,1629602,0.13
todd lichti,77387,0.13
billy thompson,1631,0.13
sherron collins,202395,0.13
jan van breda kolff,78400,0.13
alex fudge,1641788,0.13
butch carter,76355,0.13
ty-shon alexander,1630234,0.13
cedric henderson,1538,0.13
mel turpin,78386,0.13
lance allred,200984,0.13
don ford,76734,0.13
andre dawkins,203958,0.13
tim kempton,1118,0.13
alex kirk,203945,0.13
doug smith,475,0.13
mark macon,1855,0.13
feron hunt,1630624,0.13
elias harris,203548,0.13
zach lofton,1629155,0.13
morlon wiley,78528,0.13
randy white,1839,0.13
dennis horner,202862,0.13
joel ayayi,1630555,0.13
john barnhill,76108,0.13
ernie digregorio,76568,0.13
vladimir stepania,1735,0.13
charles cooke,1628429,0.13
jacob pullen,1626643,0.13
chris wright,203203,0.13
jon teske,1630257,0.13
aaron henry,1630565,0.13
tom lagarde,77328,0.13
william howard,1629739,0.13
david wear,204033,0.13
jj o'brien,1626266,0.13
don may,77489,0.13
coby dietrick,76567,0.13
sean may,101118,0.13
odie spears,78225,0.13
fred boyd,76222,0.13
sasha danilovic,390,0.13
anthony avent,138,0.13
jerrelle benimon,203968,0.13
patricio garino,1627868,0.12
ben moore,1628500,0.12
lee winfield,78592,0.12
dave wohl,78606,0.12
larry wright,78623,0.12
stanton kidd,1629742,0.12
erwin mueller,77658,0.12
alondes williams,1631214,0.12
tyler davis,1629093,0.12
brad sellers,78110,0.12
sean higgins,925,0.12
jaquori mclaughlin,1630605,0.12
glen gondrezick,76830,0.12
erik mccree,1628571,0.12
lee shaffer,78121,0.12
jamie feick,994,0.12
jim krebs,77311,0.12
george trapp,78366,0.12
stan mckenzie,77543,0.12
michael holton,77047,0.12
predrag drobnjak,1542,0.12
ronnie lester,77373,0.12
ade murkey,1630278,0.12
michael foster jr.,1630701,0.12
trey mckinney-jones,203590,0.12
onuralp bitim,1641931,0.12
greg whittington,204222,0.12
chris smith,203147,0.12
tyler hall,1629788,0.12
malcolm cazalon,1630608,0.12
ashton hagans,1630204,0.12
jaime echenique,1630693,0.12
will magnay,1630266,0.12
dejon jarreau,1630610,0.12
tom boswell,76213,0.12
bob thornton,738,0.12
ed ratleff,77914,0.12
bryce drew,1724,0.12
larry mcneill,77561,0.12
roger phegley,77848,0.12
ken charles,76383,0.12
e.c. coleman,76413,0.12
tyus edney,721,0.12
richard anderson,76045,0.12
rodney buford,1934,0.12
robert smith,78204,0.12
billyray bates,76121,0.12
rafael addison,912,0.12
jason collier,2044,0.12
chuck noble,77722,0.11
kirk snyder,2745,0.11
double d davis,76521,0.11
bruno sundov,1743,0.11
jim spanarkel,78222,0.11
zeljko rebraca,1442,0.11
dajuan wagner,2402,0.11
eldo garrett,76788,0.11
courtney alexander,2042,0.11
dave twardzik,78387,0.11
loren woods,2254,0.11
darren daye,76543,0.11
leonard gray,76860,0.11
travis diener,101143,0.11
donnell harvey,2051,0.11
rod hundley,77082,0.11
richard dumas,30,0.11
eddielee wilkins,78534,0.11
gary gregor,76883,0.11
robert hawkins,76975,0.11
george lee,77359,0.11
joey hassett,76966,0.11
bobby hurley,310,0.11
rodney white,2206,0.11
alex hannum,76937,0.11
connie simmons,78153,0.11
tellis frank,76748,0.11
harold miner,114,0.11
rory white,78512,0.11
john lambert,77331,0.11
john hummer,77080,0.10
louie nelson,77701,0.10
mike green,76873,0.10
cliff meely,77570,0.10
felipe lopez,1732,0.10
dwayne washington,78465,0.10
mike farmer,76694,0.10
terry furlow,76767,0.10
dean meminger,77578,0.10
jerome lane,77335,0.10
"bear, the body hoffman",77036,0.10
mike smrek,1091,0.10
jay williams,2398,0.10
bill hewitt,77013,0.10
reggie johnson,77163,0.10
dave piontek,77862,0.10
mark acres,76009,0.10
stuart gray,76861,0.10
darnell hillman,77028,0.10
steve scheffler,88,0.10
charles dudley,76607,0.10
salim stoudamire,101136,0.10
david harrison,2758,0.10
ken bannister,76094,0.10
george wilson,78579,0.10
earl tatum,78294,0.10
anthony roberts,77975,0.10
adama sanogo,1641766,0.10
sir'jabari rice,1641811,0.10
ricky council iv,1641741,0.10
ibou badji,1630641,0.10
miles norris,1641936,0.10
javon freeman-liberty,1631241,0.10
jacob toppin,1631210,0.10
charles bediako,1641777,0.10
oscar tshiebwe,1631131,0.10
terquavion smith,1631173,0.10
luca vildoza,1630492,0.10
caleb homesley,1630258,0.10
justin lewis,1631171,0.10
kenny wooten,1629624,0.10
dj stewart,1630597,0.10
greg grant,285,0.10
freddie scolari,78094,0.10
william bedford,76138,0.10
juan carlos navarro,2434,0.10
bruce seals,78103,0.10
wayne hightower,77023,0.10
andre turner,78377,0.10
donald hodge,1106,0.10
mike davis,76531,0.10
isaac stallworth,78239,0.10
wang zhi-zhi,1917,0.09
lamar green,600011,0.09
johnny mccarthy,77506,0.09
mamadou n'diaye,2055,0.09
dave hoppen,77053,0.09
hub reed,77927,0.09
charlie tyra,78391,0.09
scott lloyd,77396,0.09
whitey skoog,78169,0.09
major jones,77189,0.09
gerald glass,76821,0.09
elmore spencer,771,0.09
viktor khryapa,2751,0.09
paul thompson,78332,0.09
tod murphy,77674,0.09
casey jacobsen,2418,0.09
mike iuzzolino,77098,0.09
jaren jackson,1114,0.09
ernie beck,76136,0.09
kevin stacom,78237,0.09
tom garrick,76790,0.09
corey benjamin,1736,0.09
lorenzo romar,78015,0.09
billy gabor,76768,0.09
ernie vandeweghe,78405,0.09
dick schnittker,78086,0.09
todd fuller,957,0.09
randolph keys,705,0.09
greg graham,37,0.09
jeff lamp,77332,0.09
charles vaughn,78409,0.09
derrek dickey,76564,0.09
samuel williams,78569,0.09
brook steppe,78250,0.09
bernard thompson,78323,0.09
steve harris,76960,0.09
leo barnhorst,76110,0.09
a.j. english,76672,0.09
antonio lang,226,0.09
peter verhoeven,78414,0.09
kenny fields,76713,0.09
paul walther,78447,0.09
rob williams,78565,0.09
nat clifton,76404,0.09
bob houbregs,77062,0.09
qyntel woods,2417,0.09
james hardy,76948,0.09
pace mannion,77456,0.09
dennis layton,77350,0.09
mark pope,998,0.09
john wetzel,78501,0.09
ralph beard,76131,0.09
reggie harding,76945,0.09
jim farmer,76695,0.09
tony dumas,434,0.09
barney cable,76324,0.08
thomas eddleman,76636,0.08
gus gerard,76802,0.08
robert swift,2741,0.08
tom abernethy,76005,0.08
jamal sampson,2441,0.08
michael bradley,2214,0.08
chuck cooper,76442,0.08
lowes moore,77635,0.08
bill garnett,76785,0.08
steve burtt,76316,0.08
bill kenville,77247,0.08
jim baechtold,76081,0.08
john trapp,78367,0.08
bill curley,223,0.08
lloyd walton,78449,0.08
acie earl,768,0.08
jim mcdaniels,77523,0.08
enoch olsen,77765,0.08
gary brokaw,76263,0.08
ed fleming,76723,0.08
al skinner,78167,0.08
dave feitl,76703,0.08
hank mcdowell,77527,0.08
kenny williams,78555,0.08
jackie moreland,77639,0.08
clifford rozier,32,0.08
adrian branch,76237,0.08
ndudi ebi,2569,0.08
labradford smith,78194,0.08
jimmy oliver,1429,0.08
shawn respert,704,0.08
walker russell,78048,0.08
raul lopez,2221,0.08
mike sojourner,78217,0.08
rickey brown,76283,0.08
laron profit,1919,0.08
lonny baxter,2437,0.08
paul davis,200781,0.08
ansu sesay,1738,0.08
wil jones,77201,0.08
togo palazzi,77791,0.08
ricky berry,76157,0.08
chris anstey,1512,0.08
larry spriggs,78233,0.08
dorie murrey,77676,0.08
derrick gervin,76803,0.08
bill turner,78385,0.08
dick cunningham,76485,0.08
al tucker,78372,0.08
jeff judkins,77215,0.08
obinna ekezie,1918,0.08
dave budd,76297,0.08
chris porter,2084,0.08
freddie crawford,76466,0.08
trajan langdon,1892,0.08
marcus haislip,2409,0.08
evan eschmeyer,1915,0.07
jim thomas,78320,0.07
art harris,76956,0.07
tim bassett,76120,0.07
rod foster,76742,0.07
byron houston,780,0.07
john crotty,180,0.07
petur gudmundsson,76901,0.07
terry davis,426,0.07
winford boynes,76225,0.07
shellie mcmillon,77555,0.07
alec kessler,77251,0.07
javaris crittenton,201159,0.07
steve patterson,77812,0.07
al butler,76319,0.07
johnny high,77022,0.07
kim hughes,77078,0.07
chris smith,1814,0.07
kenny battle,76123,0.07
gary phillips,77855,0.07
john roche,78000,0.07
damone brown,2245,0.07
edward davis,76522,0.07
bernard robinson,2774,0.07
lancaster gordon,76834,0.07
quincy lewis,1900,0.07
joe strawder,78268,0.07
jabari smith,2074,0.07
joel kramer,77308,0.07
mark hendrickson,971,0.07
charles jones,77178,0.07
ray tolbert,78348,0.07
gene conley,76428,0.07
eric fernsten,76707,0.07
vincent yarbrough,2428,0.07
zarko cabarkapa,2560,0.07
bob mccann,737,0.07
stan love,77413,0.07
eric washington,1540,0.07
kevin pritchard,340,0.07
bob elliott,76656,0.07
ben mcdonald,77524,0.07
sedric toney,78352,0.07
johnny warren,78461,0.07
tremaine fowlkes,1762,0.07
quincy douby,200763,0.07
bracey wright,101152,0.07
jerrod mustaf,1054,0.07
ron riley,77964,0.07
willie jones,77202,0.07
litterial green,1036,0.07
russ schoene,78087,0.07
dick gibbs,76807,0.07
frank brian,76250,0.07
donnie butcher,76318,0.07
maceo baston,1766,0.07
jerry chambers,76376,0.07
carl nicks,77715,0.07
al eberhard,76634,0.07
rowland garrett,76789,0.07
zoran planinic,2565,0.07
george kaftan,77218,0.07
lew hitch,77032,0.07
ben warley,78458,0.07
lawrence moten,734,0.07
kenny payne,77822,0.07
bryan warrick,78462,0.07
marty byrnes,76321,0.07
dan langhi,2061,0.07
sylvester gray,76862,0.07
ray lumpp,77425,0.07
ed mikan,77590,0.07
sidney lowe,77415,0.07
jamie watson,320,0.07
mario bennett,712,0.07
don meineke,77573,0.07
carey scurry,78102,0.07
terence stansbury,78241,0.07
jerry eaves,76632,0.07
steve alford,76024,0.07
mack calvin,76336,0.07
terry duerod,76608,0.06
scott brooks,418,0.06
tim legler,100,0.06
granville waiters,78430,0.06
ron sobie,78216,0.06
michael ansley,76050,0.06
charlie pittman,77864,0.06
bob harris,76959,0.06
uwe blab,76172,0.06
tate george,76801,0.06
jamison brewer,2249,0.06
dontonio wingfield,112,0.06
a.j. guyton,2062,0.06
bob hopkins,77052,0.06
derrick chievous,76387,0.06
stephane lasme,201186,0.06
dave sorenson,78220,0.06
larue martin,77475,0.06
earl williams,78546,0.06
cedrick hordges,77056,0.06
randy woods,1010,0.06
gene tormohlen,78358,0.06
john morton,1972,0.06
will solomon,2226,0.06
david thirdkill,78314,0.06
calvin garrett,76786,0.06
dick ricketts,77955,0.06
roy rogers,964,0.06
mike taylor,201446,0.06
rudy white,78513,0.06
frank saul,78063,0.06
greg sutton,357,0.06
luke rackley,77894,0.06
rafael araujo,2737,0.06
rich jones,77192,0.06
bob lavoy,77347,0.06
eric mobley,211,0.06
jeff trepagnier,2244,0.06
khalid el-amin,2064,0.06
fred saunders,78065,0.06
anthony cook,76433,0.06
byron irvin,77096,0.06
terence morris,2242,0.06
charlie criss,76471,0.06
wallace jones,77199,0.06
bart kofoed,77294,0.06
steve hayes,76980,0.06
ollie mack,77432,0.06
winston bennett,76152,0.06
rodrick rhodes,1518,0.06
mouhamed sene,200754,0.06
eric white,78507,0.06
jeff martin,77474,0.06
kenny satterfield,2261,0.06
johnny taylor,1511,0.06
brian oliver,1680,0.06
george thompson,78327,0.06
chris corchiani,76450,0.06
justin reed,2770,0.06
loren meyer,684,0.06
keith herron,77010,0.06
pape sow,2776,0.06
amal mccaskill,1043,0.06
dallas comegys,76426,0.06
shawnelle scott,1035,0.06
terry driscoll,76603,0.06
archie dees,76546,0.06
michael smith,78197,0.06
chris king,12,0.06
delaney rudd,78035,0.06
anthony frederick,76752,0.06
kevin loder,77401,0.06
rudy macklin,77435,0.06
william averitt,76076,0.06
maciej lampe,2573,0.06
charlie davis,76519,0.06
bo kimble,77260,0.06
tony bennett,76148,0.06
cal bowdler,1898,0.06
jack kerris,77249,0.06
wilson washington,78471,0.06
gus bailey,76083,0.06
kenny mcintosh,77540,0.06
gene vance,78402,0.06
bobby lewis,77385,0.06
donnie freeman,76754,0.06
larry staverman,78244,0.06
sam jacobson,1734,0.06
ed o'bannon,709,0.06
fred hilton,77029,0.06
sean green,76875,0.06
brian rowsom,78031,0.06
win wilfong,78529,0.06
gary melchionni,77575,0.06
frank williams,2421,0.06
dalibor bagaric,2053,0.06
ronnie grandison,97,0.06
william avery,1895,0.06
lavor postell,2068,0.06
lawrence roberts,101160,0.06
cedric simmons,200759,0.05
art spoelstra,78232,0.05
george dempsey,76555,0.05
bill tosheff,78359,0.05
yinka dare,212,0.05
daniel ewing,101137,0.05
chris robinson,997,0.05
lou dampier,76499,0.05
martin muursepp,982,0.05
curtis borchardt,2414,0.05
michael anderson,76042,0.05
bob quick,77892,0.05
ben davis,989,0.05
edmund sherod,78136,0.05
jackson vroman,2761,0.05
bob portman,77878,0.05
eddie miller,77599,0.05
george senesky,78115,0.05
ed manning,77454,0.05
marlon maxey,77486,0.05
art heyman,77015,0.05
cal christensen,76394,0.05
roko ukic,101146,0.05
mitchell anderson,76043,0.05
willie mccarter,77505,0.05
ryan humphrey,2415,0.05
bill mcgill,77531,0.05
walter budko,76298,0.05
drew barry,1003,0.05
mike phelps,77852,0.05
bobby wilson,78585,0.05
darrin hancock,241,0.05
omar cook,2241,0.05
scott roth,78022,0.05
david rivers,77970,0.05
brian evans,967,0.05
george zidek,678,0.05
jermareo davidson,201176,0.05
michael wiley,78527,0.05
jeffrey crompton,76474,0.05
anthony taylor,78295,0.05
bob donham,76584,0.05
malik hairston,201612,0.05
jack givens,76819,0.05
devin brown,2484,0.05
chris jefferies,2423,0.05
ira terrell,78305,0.05
chris welp,1846,0.05
wilmer hosket,77061,0.05
audie norris,77731,0.05
bobby jones,200784,0.05
sean lampley,2253,0.05
jack molinas,77624,0.05
james wilkes,78533,0.05
emanuel leaks,77351,0.05
joe cooper,76443,0.05
shaler halimon,76922,0.05
bob nash,77688,0.05
steve bracey,76226,0.05
matt freije,2782,0.05
gene wiley,78526,0.05
brandon hunter,2599,0.05
walt davis,76536,0.05
wayne robinson,77996,0.05
jim palmer,77792,0.05
ron reed,77928,0.05
bill martin,77481,0.05
richie regan,77932,0.05
jerald honeycutt,1532,0.05
jay murphy,77670,0.05
nick fazekas,201174,0.05
joe crawford,201621,0.05
larry demic,76553,0.05
tom barker,76099,0.05
jimmy king,728,0.05
reece gaines,2558,0.05
nate bowman,76219,0.05
wayne simien,101134,0.05
othell wilson,78578,0.05
connie norman,77729,0.05
rich king,1101,0.05
bob christian,76395,0.05
tim james,1906,0.05
mike d'antoni,76505,0.05
joseph reiser,77938,0.05
wally osterkorn,77775,0.05
matt fish,900,0.05
chris richard,201181,0.05
pete cross,76477,0.05
pat durham,1090,0.05
anthony jones,77173,0.05
don boven,76214,0.05
vern hatton,76969,0.05
tracy jackson,77110,0.05
alton ford,2228,0.05
gui santos,1630611,0.05
mike flynn,76727,0.05
wallace bryant,76291,0.05
elmer bennett,1120,0.05
kevin brooks,76265,0.05
joe kopicki,77300,0.05
brian quinnett,77893,0.05
olumide oyedeji,2071,0.05
tom kron,77313,0.05
belus smawley,78176,0.05
jim ard,76055,0.05
ivano newbill,1096,0.05
antonio burks,2766,0.05
ed sadowski,78050,0.05
willie smith,78208,0.05
nate hawthorne,76978,0.05
leron ellis,1034,0.05
geert hammink,903,0.05
marlon redmond,77926,0.05
dijon thompson,101159,0.05
donta smith,2764,0.05
stewart granger,76847,0.05
brady walker,78434,0.05
stan miasek,77587,0.05
ed kalafat,77219,0.05
toby bailey,1753,0.05
kenny dennard,76556,0.05
john laskowski,77341,0.05
scooter mccray,77518,0.05
mario kasun,2435,0.05
raymond townsend,78365,0.05
brad branson,76239,0.05
dick groat,76894,0.04
nick vanos,78407,0.04
john duren,76619,0.04
mike peplowski,46,0.04
alex acker,101165,0.04
sammy smith,78205,0.04
priest lauderdale,968,0.04
erick barkley,2057,0.04
bill calhoun,76331,0.04
robert werdann,438,0.04
mike harper,76954,0.04
bob carrington,76352,0.04
john shasky,1117,0.04
grant gondrezick,76831,0.04
dejuan wheat,1545,0.04
cliff pondexter,77869,0.04
charlie hardnett,76946,0.04
nathan jawai,201605,0.04
carlos terry,78307,0.04
devin durrant,76621,0.04
kenny sailors,78051,0.04
lamont strothers,78273,0.04
ken murray,77675,0.04
pavel podkolzin,2750,0.04
dave jamerson,77114,0.04
howie shannon,78124,0.04
keith edmonson,76638,0.04
jack stephens,78249,0.04
kaniel dickens,2079,0.04
jimmy jones,77186,0.04
craig neal,77694,0.04
don williams,78545,0.04
bo ellis,76664,0.04
bernie fryer,76761,0.04
johnny logan,77403,0.04
joe holup,77049,0.04
dwayne whitfield,730,0.04
don lofgran,77402,0.04
walter devlin,76561,0.04
vern gardner,76779,0.04
steve green,76878,0.04
ricky wilson,78584,0.04
peter thibeaux,78311,0.04
alphonso ford,76732,0.04
jamesearl ray,77920,0.04
ron davis,76534,0.04
neil johnson,77161,0.04
marcus vinicius,200790,0.04
hassan adams,200801,0.04
j.r. giddens,201592,0.04
cory carr,1757,0.04
john rudometkin,78037,0.04
jeryl sasser,2219,0.04
stephen bardo,76097,0.04
charles whitney,78519,0.04
cheikh samb,200798,0.04
aleksandar radojevic,1893,0.04
ryan stack,1756,0.04
joe roberts,77977,0.04
rick brunson,1594,0.04
martin lewis,729,0.04
rich johnson,77164,0.04
bayard forrest,76739,0.04
anthony tucker,141,0.04
maury king,77272,0.04
bob bigelow,76165,0.04
bernie williams,78540,0.04
antonis fotsis,2238,0.04
charles o'bannon,1525,0.04
alonzo bradley,76229,0.04
ralph davis,76532,0.04
scott haffner,76911,0.04
eddie hughes,77077,0.04
milt wagner,78429,0.04
kevin lynch,77426,0.04
james augustine,200788,0.04
sam mack,694,0.04
ahmad caver,1629958,0.04
jackie robinson,77989,0.04
fred lacour,77327,0.04
dave henderson,76991,0.04
marcus brown,992,0.04
stan pietkiewicz,77858,0.04
donnie boyce,671,0.04
tom marshall,77467,0.04
richard manning,316,0.04
b.j. tyler,189,0.04
gary plummer,77865,0.04
david noel,200786,0.04
robert nordmann,77727,0.04
devin gray,1070,0.04
nick jones,77195,0.04
demetris nichols,201193,0.04
julius hodge,101125,0.04
dewayne scales,78068,0.04
jim paxson,77818,0.04
leon smith,1910,0.04
perry moss,77654,0.04
clarence kea,77229,0.04
ha ha,2775,0.04
andrae patterson,1754,0.04
talvin skinner,78168,0.04
vince boryla,76210,0.04
charlie paulk,77815,0.04
sergei monia,2752,0.04
bo lamar,77330,0.04
arthur williams,78539,0.04
tom thacker,78309,0.04
darren morningstar,77644,0.04
george ratkovicz,77913,0.04
dick farley,76693,0.04
derrick zimmerman,2583,0.04
todd mitchell,77614,0.04
linton townes,78364,0.04
clay johnson,77135,0.04
michael jackson,77104,0.04
reggie geary,1002,0.04
charles bradley,76230,0.04
ira newble,1956,0.04
glenn hansen,76940,0.04
dave popson,77872,0.04
frankie sanders,78057,0.04
charles kupec,77325,0.04
ryan robertson,1926,0.04
guy sparrow,78223,0.04
james cotton,1526,0.04
rich rinaldi,77965,0.04
doug lee,77358,0.04
kenny green,76869,0.04
randell jackson,1872,0.04
tyson wheeler,1755,0.04
norris coleman,76415,0.04
dave johnson,77138,0.04
ralph lewis,77383,0.04
adonis jordan,1817,0.04
mike wilson,78581,0.04
glenn mcdonald,77525,0.04
corey williams,101258,0.04
horace mckinney,77546,0.04
chris taft,101147,0.04
torraye braggs,1765,0.04
randolph childress,719,0.04
sean singletary,201606,0.04
dane suttle,78281,0.04
robert archibald,2425,0.04
robert zawoluk,78639,0.04
michael young,78634,0.04
john kuester,77320,0.04
yaroslav korolev,101117,0.04
soumaila samake,2066,0.04
larry micheaux,77588,0.04
wesley cox,76465,0.04
reggie slater,1073,0.04
charlie yelverton,78631,0.04
korleone young,1748,0.04
marko milic,1527,0.04
conner henry,77002,0.04
travis hansen,2580,0.04
tito horford,77057,0.04
shelton jones,2652,0.04
roger brown,76286,0.04
kenny natt,77692,0.04
gary leonard,77370,0.04
chris owens,2442,0.04
corsley edwards,2451,0.04
frankie king,701,0.04
tony robertson,77983,0.04
don barksdale,76102,0.04
jason sasser,987,0.04
duane cooper,1030,0.04
mitchell butler,348,0.04
jim eakins,76628,0.04
leo kubiak,77317,0.04
dwayne morton,132,0.04
robert whaley,101156,0.04
lou roe,691,0.04
darren tillis,78343,0.04
leon benbow,76146,0.04
bobby cook,76438,0.04
bill smith,78207,0.04
nelson bobb,76190,0.04
tony white,78514,0.04
bubba wells,1528,0.04
roylee hamilton,76928,0.04
chris washburn,78463,0.03
willie white,78515,0.03
gerry ward,78455,0.03
bill buntin,76302,0.03
john douglas,76589,0.03
frank oleynick,77759,0.03
johnny rogers,78007,0.03
mark radford,77896,0.03
phil rollins,78013,0.03
bob feerick,76698,0.03
alfredrick hughes,77076,0.03
j.r. henderson,1764,0.03
clinton wheeler,78504,0.03
paul dawkins,76541,0.03
jacky dorsey,76587,0.03
jeff halliburton,76923,0.03
greg butler,76320,0.03
dan mcclintock,2082,0.03
will blalock,200807,0.03
dean tolson,78349,0.03
claude gregory,76884,0.03
johnny ezersky,76689,0.03
luke witte,78603,0.03
mike smith,2065,0.03
jim bostic,76211,0.03
lindsay hairston,76917,0.03
russell lee,77365,0.03
kirk haston,2213,0.03
andre mccarter,77504,0.03
god shammgod,1539,0.03
kevin henderson,76994,0.03
ed horton,77060,0.03
paul grant,1514,0.03
darnell mee,1577,0.03
chuck aleksinas,76021,0.03
jose ortiz,77771,0.03
hollis copeland,76447,0.03
howard carter,76358,0.03
lou tsioropoulos,78371,0.03
terrence rencher,720,0.03
reggie carter,76360,0.03
jim holstein,77045,0.03
chuck terry,78306,0.03
gaylon nickerson,1093,0.03
mo martin,77476,0.03
jeff taylor,78299,0.03
ralph jackson,77107,0.03
milt williams,78560,0.03
gene guarilia,76900,0.03
larry cannon,76339,0.03
dave newmark,77712,0.03
jamie waller,78445,0.03
chuck mencel,77579,0.03
duane washington,78464,0.03
walter palmer,77794,0.03
al mcguire,77536,0.03
ed rains,77904,0.03
george johnson,77147,0.03
bruce flowers,76725,0.03
rod derline,76559,0.03
elijah bryant,1629091,0.03
ken johnson,2256,0.03
mike price,77884,0.03
ken johnson,77154,0.03
dragan tarlac,1434,0.03
tom kozelko,77305,0.03
jake ford,76735,0.03
john celestand,1911,0.03
clarence hermsen,77007,0.03
mark strickland,1110,0.03
bill chamberlain,76374,0.03
fred cofield,76411,0.03
cal ramsey,77906,0.03
taurean green,201192,0.03
junior burrough,675,0.03
ozell jones,77191,0.03
kebu stewart,1529,0.03
paul long,77406,0.03
tony fuller,76765,0.03
luis flores,2784,0.03
lari ketner,1930,0.03
kosta perovic,200785,0.03
john mahnken,77443,0.03
leroy combs,76425,0.03
bob sims,78160,0.03
ron knight,77288,0.03
clinton smith,78181,0.03
