Name,ID,Weight
bob duffy,76610,0.03
joe arlauckas,76057,0.03
ken green,76868,0.03
lars hansen,76941,0.03
damir markota,200806,0.03
joe holland,77041,0.03
ken mcbride,77499,0.03
don rehfeldt,77933,0.03
duane klueh,77285,0.03
johnny cox,76464,0.03
josh grant,76852,0.03
ron bonham,76201,0.03
uros slokar,101166,0.03
reggie smith,78201,0.03
gary garland,76781,0.03
dick o'keefe,77752,0.03
willie wise,78602,0.03
phil lumpkin,77424,0.03
milos babic,76079,0.03
richard rellford,77939,0.03
sherell ford,726,0.03
daniel anderson,76036,0.03
brad wright,78620,0.03
roland taylor,78302,0.03
harry davis,76523,0.03
frank kornet,77301,0.03
taylor griffin,201981,0.03
randy denton,76558,0.03
troy bell,2559,0.03
nate blackwell,76179,0.03
tate armstrong,76059,0.03
tom riker,77960,0.03
everette stephens,78247,0.03
cuonzo martin,733,0.03
mark crow,76481,0.03
kevin o'shea,77773,0.03
horace walker,78438,0.03
tommy green,76879,0.03
ray blume,76189,0.03
arnie ferrin,76711,0.03
dave batton,76124,0.03
greg stokes,78264,0.03
dwayne mcclain,77509,0.03
dick hemric,76989,0.03
ricky blanton,76184,0.03
phil zevenbergen,78644,0.03
bobby cattage,76368,0.03
peter john ramos,2762,0.03
roy marble,77460,0.03
rick wilson,78583,0.03
harvey halbrook,76919,0.03
james collins,1530,0.03
tim young,1937,0.03
jim smith,78191,0.03
jim lampley,77333,0.03
bo erias,76679,0.03
phil hankinson,76936,0.03
ed leede,77366,0.03
mirsad turkcan,1726,0.03
scott meents,77571,0.03
eddie mast,77483,0.03
walter sharpe,201594,0.03
steve sheppard,78135,0.03
henry james,1080,0.03
clyde mayes,77492,0.03
carlos clark,76398,0.03
paul hogue,77038,0.03
jack burmaster,76306,0.03
eric marsh,77465,0.03
craig shelton,78132,0.03
antonio harvey,176,0.03
sam worthen,78618,0.03
joe pace,77788,0.03
howie montgomery,77630,0.03
luther burden,76303,0.03
cliff anderson,76035,0.03
don sunderlage,78278,0.03
mo howard,77067,0.03
guy williams,78550,0.03
john garris,76791,0.03
dennis bell,76142,0.03
igor rakocevic,2080,0.03
mark davis,76528,0.03
johnny oldham,77758,0.03
keith smith,78192,0.03
jim rowinski,78029,0.03
tito maddox,2432,0.03
winston crite,76472,0.03
butch feher,76699,0.03
pete williams,78566,0.03
earl evans,76685,0.03
john turner,1819,0.03
jim tucker,78374,0.03
bob brannum,76238,0.03
evers burns,76308,0.03
bob greacen,76865,0.03
tom hoover,77051,0.03
scott haskin,321,0.03
paul ruffner,78039,0.03
glenn mosley,77653,0.03
les jepsen,77129,0.03
dave lattin,77342,0.03
bruce douglas,76588,0.03
jamal robinson,1554,0.03
phil walker,78441,0.03
russell cross,76478,0.03
alvin jones,2264,0.03
chuck halbert,76918,0.03
andy walker,78433,0.03
willie jones,77203,0.03
lawrence boston,76212,0.03
gary zeller,78641,0.03
matt steigenga,1099,0.03
david pope,77870,0.03
mike brittain,76260,0.03
fred taylor,78298,0.03
alexander ellis,76658,0.03
claude terry,78308,0.03
james lang,2591,0.03
eddie ehlers,76649,0.03
jason lawson,1535,0.03
greg hyder,77091,0.03
wiley peck,77827,0.03
joe ruklick,78040,0.03
michael stewart,1565,0.03
sun sun,201180,0.03
buckshot o'brien,77743,0.03
jose slaughter,78172,0.03
andy johnson,77131,0.03
myron brown,76277,0.03
guillermo diaz,200799,0.03
andreas glyniadakis,2601,0.03
don smith,78184,0.03
dick holub,77048,0.03
jerry greenspan,76880,0.03
cory blackwell,76177,0.03
a.j. bramlett,1920,0.03
richard petruska,77846,0.03
mike barr,76112,0.03
billy donovan,76586,0.03
lorenzo williams,31,0.03
otis howard,77069,0.03
jim owens,77784,0.03
irv bemoras,76145,0.03
dick rosenthal,78020,0.03
greg griffin,76888,0.03
dwight anderson,76037,0.03
vince taylor,78303,0.03
mike gibson,76810,0.02
ron livingstone,77392,0.02
howie jolliff,77172,0.02
sidney hertzberg,77011,0.02
ernest brown,2081,0.02
wayne radford,77897,0.02
doug roth,78021,0.02
ed peterson,77841,0.02
stanley brundy,76288,0.02
greg howard,77066,0.02
bob peterson,77843,0.02
noble jorgensen,77212,0.02
lorenzo charles,76384,0.02
john stroeder,78271,0.02
warren perkins,77834,0.02
ralph drollinger,76604,0.02
bob mcneill,77562,0.02
jerome beasley,2602,0.02
corny thompson,78325,0.02
demarco johnson,1746,0.02
mal graham,76843,0.02
phil sellers,78111,0.02
wardell jackson,77111,0.02
chad gallagher,76772,0.02
greg jackson,77101,0.02
jimmy collins,76419,0.02
dwight morrison,77648,0.02
brett vroman,78425,0.02
eddie phillips,77854,0.02
bob burrow,76313,0.02
andre wakefield,78431,0.02
efthimios rentzias,981,0.02
darrell allums,76030,0.02
jim grandholm,76844,0.02
billy reid,77937,0.02
john cox,76463,0.02
kenny rollins,78012,0.02
don otten,77778,0.02
jeff nordgaard,999,0.02
bob arnzen,76064,0.02
john vallely,78397,0.02
alex bradley,76228,0.02
phil hicks,77017,0.02
goebel ritter,77968,0.02
joe kennedy,77244,0.02
jeff webster,1067,0.02
johnny macknowski,77436,0.02
emanual davis,1023,0.02
steve hamilton,76929,0.02
andre moore,77632,0.02
dennis duval,76623,0.02
brian davis,76517,0.02
len kosmalski,77302,0.02
martynas andriuskevicius,101149,0.02
rich yonakor,78632,0.02
isaiah morris,77647,0.02
red holzman,77050,0.02
mel nowell,77737,0.02
dominic pressley,77880,0.02
steffond johnson,77166,0.02
john schweitz,78093,0.02
john austin,76073,0.02
nick mantis,77457,0.02
jerome anderson,76040,0.02
leo rautins,77916,0.02
ernie calverley,76335,0.02
forrest mckenzie,77542,0.02
john rudd,78036,0.02
ron valentine,78396,0.02
jameson curry,201191,0.02
jay arnette,76063,0.02
reggie hanson,1682,0.02
john pinone,77861,0.02
howard wood,78609,0.02
george karl,77223,0.02
cliff barker,76098,0.02
cleo hill,77025,0.02
garry witts,78605,0.02
wayne sappleton,78062,0.02
nate johnston,77170,0.02
carlos ogden,77747,0.02
johnny baum,76125,0.02
cleveland buckner,76295,0.02
tom workman,78617,0.02
sam williams,78568,0.02
irv rothenberg,78023,0.02
willie somerset,78219,0.02
estes parham,77797,0.02
steve lingenfelter,77389,0.02
gene stump,78275,0.02
jay edwards,76643,0.02
rickey williams,78563,0.02
mile ilic,101148,0.02
mark jones,2891,0.02
henry akin,76018,0.02
john brisker,76256,0.02
david wood,116,0.02
ed lawrence,77348,0.02
david burns,76307,0.02
malcolm mackey,1635,0.02
dyron nix,77720,0.02
al henry,77000,0.02
randy holcomb,2450,0.02
tony windis,78590,0.02
norm cook,76437,0.02
chad kinch,77262,0.02
john thompson,78328,0.02
andy duncan,76615,0.02
tom kropp,77314,0.02
kim anderson,76041,0.02
cornelius cash,76364,0.02
ed stokes,1055,0.02
sylvester norris,77732,0.02
bob verga,78413,0.02
gary hill,77026,0.02
rex morgan,77641,0.02
cozell mcqueen,77565,0.02
larry stewart,1125,0.02
kent edelin,76637,0.02
dick mehen,77572,0.02
mike morrison,77649,0.02
jerry harkness,76950,0.02
mel payton,77824,0.02
gil mcgregor,77534,0.02
carl henry,77001,0.02
lloyd dove,76592,0.02
luther wright,1007,0.02
oliver robinson,77994,0.02
ronnie murphy,77673,0.02
dwayne polee,77866,0.02
john stroud,78274,0.02
jimmy darden,76507,0.02
larry johnson,77156,0.02
ray corley,76452,0.02
charlie sitton,78164,0.02
jake jones,77185,0.02
curtis kitchen,77280,0.02
joe cooke,76440,0.02
art collins,76416,0.02
marshall rogers,78008,0.02
ariel maughan,77485,0.02
francis crossin,76479,0.02
miles simon,1750,0.02
robert lock,77398,0.02
loy petersen,77840,0.02
slavko vranes,2582,0.02
joby wright,78622,0.02
tony lavelli,77346,0.02
earl jones,77183,0.02
mike ratliff,77915,0.02
harold keeling,77233,0.02
al hairston,76915,0.02
howie carl,76340,0.02
ernie barrett,76114,0.02
lloyd daniels,1380,0.02
travis grant,76853,0.02
garfield smith,78189,0.02
kevin thompson,78329,0.02
perry young,78635,0.02
guy morgan,77640,0.02
glenn hagan,76913,0.02
david britton,76261,0.02
stefano rusconi,474,0.02
martin nessley,77704,0.02
charles claxton,1127,0.02
tom sluby,78174,0.02
lynbert johnson,77159,0.02
guy rucker,2462,0.02
ken wilburn,78524,0.02
ron moore,77637,0.02
scott sims,78161,0.02
dave schellhase,78081,0.02
frank kendrick,77242,0.02
greg fillmore,76715,0.02
casey shaw,1745,0.02
bruce kuczenski,77318,0.02
bernard toone,78356,0.02
hubie white,78509,0.02
mickey dillard,76569,0.02
essie hollis,77044,0.02
ron rowan,78027,0.02
gary bradds,76227,0.02
murray wier,78521,0.02
perry warbington,78454,0.02
jesse dark,76509,0.02
wally rank,77910,0.02
bill ligon,77388,0.02
steve malovic,77450,0.02
mark workman,78616,0.02
bill mlkvy,77619,0.02
bob miller,77603,0.02
mike niles,77718,0.02
bill thieben,78312,0.02
alan sawyer,78067,0.02
walter jordan,77209,0.02
york larese,77339,0.02
tracy moore,929,0.02
henry ward,78456,0.02
lennie rosenbluth,78018,0.02
rich niemann,77716,0.02
myron jackson,77105,0.02
keith smart,78175,0.02
monte towe,78361,0.02
owen wells,78488,0.02
tony zeno,78643,0.02
arvid kramer,77306,0.02
joe buckhalter,76293,0.02
ken boyd,76223,0.02
medford park,77799,0.02
gerry calabrese,76326,0.02
john palmer,77793,0.02
skip harlicka,76951,0.02
johnny norlander,77728,0.02
darrell lockhart,77399,0.02
justus thigpen,78313,0.02
orlando graham,76841,0.02
tom black,76175,0.02
jim neal,77695,0.02
john mccullough,77520,0.02
steve downing,76594,0.02
jim ware,78457,0.02
mckinley singleton,78162,0.02
greg bunch,76300,0.02
tom piotrowski,77863,0.02
tommy patterson,77813,0.02
jim johnstone,77171,0.02
ricky grace,76839,0.02
joe binion,76167,0.02
plummer lott,77410,0.02
fennis dembo,76552,0.02
eddie owens,77782,0.02
roger burkman,76304,0.02
michael mcdonald,1075,0.02
yvon joseph,77214,0.02
mike lynn,77427,0.02
terrico white,202358,0.02
magnum rolle,202375,0.02
da'sean butler,202364,0.02
nikita wilson,78582,0.02
saul mariaschin,77462,0.02
brendan mccann,77500,0.02
voise winters,78601,0.02
isaiah wilson,78580,0.02
rod freeman,76756,0.02
gary alcorn,76020,0.02
rickie winslow,1984,0.02
bill jones,77180,0.02
tony jackson,77100,0.02
jack turner,78382,0.02
john greig,76885,0.02
cedric henderson,76990,0.02
rich laurel,77344,0.02
paul stovall,78267,0.02
john olive,77760,0.02
tom ingelsby,77094,0.02
ben clyde,76409,0.02
rolando ferreira,76709,0.02
robert vaden,201987,0.02
jerry fleishman,76721,0.02
fernando martin,77472,0.02
rudy hackett,76910,0.02
al cervi,76373,0.02
bennie swain,78283,0.02
terry thomas,78322,0.02
monti davis,76520,0.02
scott english,76675,0.02
larry mikan,77591,0.02
jesse arnelle,76062,0.02
john arthurs,76065,0.02
ken austin,76074,0.02
sam stith,78259,0.02
levi fontaine,76731,0.02
harold fox,76746,0.02
gary freeman,76755,0.02
gene short,78138,0.02
dee gibson,76808,0.02
jeff cross,76476,0.02
jim slaughter,78171,0.02
mike williams,78558,0.02
jack foley,76729,0.02
john richter,77954,0.02
bud koper,77299,0.02
wally anderzunas,76048,0.02
leo mogus,77622,0.02
frank russell,78046,0.02
keith mccord,77515,0.02
ted luckenbill,77421,0.02
darryl johnson,683,0.02
john coughran,76457,0.02
tom kelly,77238,0.02
terry crosby,76475,0.02
marko todorovich,78346,0.02
tommy byrnes,76322,0.02
butch graves,76855,0.02
allen murphy,77668,0.02
mel riebe,77958,0.02
bill stricker,78269,0.02
herbert hill,201195,0.02
jim fritsche,76760,0.02
danny finn,76717,0.02
bob doll,76582,0.02
steve courtin,76459,0.02
mark jones,90000,0.02
lee johnson,77158,0.02
jim marsh,77466,0.02
barry stevens,78251,0.02
al fleming,76722,0.02
brant weidner,78484,0.02
derrick rowland,78030,0.02
barry yates,78629,0.02
jack parr,77802,0.02
dick miller,77602,0.02
reggie jordan,674,0.02
david johnson,77139,0.02
zendon hamilton,1985,0.02
ron watts,78474,0.02
tom scheffler,78080,0.02
greg deane,76544,0.02
barry orms,77768,0.02
tom sewell,78116,0.02
carl bailey,76084,0.02
craig dykema,76625,0.02
barry kramer,77307,0.02
ronald martin,77479,0.02
herb scherer,78082,0.02
greg lee,77360,0.02
kannard johnson,77153,0.01
danny doyle,76595,0.01
carl kilpatrick,77258,0.01
richard atha,76069,0.01
ray epps,76678,0.01
frank kudelka,77319,0.01
marv winkler,78597,0.01
ted manakas,77451,0.01
porter meriwether,77583,0.01
chuck gilmur,76818,0.01
joe reaves,77923,0.01
herb white,78508,0.01
dexter shouse,78140,0.01
bill closs,76406,0.01
leo katkaveck,77226,0.01
clarence glover,76825,0.01
dale wilkinson,78538,0.01
george nostrand,77734,0.01
brian martin,77469,0.01
linton johnson,2669,0.01
ron horn,77058,0.01
gene rhodes,77947,0.01
howie dallmar,76498,0.01
kenny higgs,77021,0.01
ken mayfield,77494,0.01
thomas wilson,78587,0.01
dave magley,77442,0.01
wayne molis,77625,0.01
bob anderegg,76034,0.01
dennis boyd,76221,0.01
bill zopf,78648,0.01
jackie dinkins,76575,0.01
blaine denning,76557,0.01
don savage,78066,0.01
walt gilmore,76817,0.01
wayne kreklow,77312,0.01
don carlson,76344,0.01
tony price,77882,0.01
larry friend,76758,0.01
eugene kennedy,77243,0.01
pat frink,76759,0.01
dan swartz,78285,0.01
marv roberts,77978,0.01
bobby smith,78203,0.01
allie mcguire,77535,0.01
dillard crocker,76473,0.01
barry sumpter,78654,0.01
george reynolds,77945,0.01
chuck lowery,77416,0.01
george carter,76357,0.01
ben kelso,77240,0.01
jack turner,78380,0.01
andy kostecka,77303,0.01
sam sibert,78144,0.01
dick duckett,76605,0.01
chuckie williams,78541,0.01
norm mager,77441,0.01
keith jennings,24,0.01
dick surhoff,78280,0.01
eric mcwilliams,77567,0.01
thomas jordan,77208,0.01
larry fogle,76728,0.01
charles nash,77687,0.01
don ray,77918,0.01
dave gunther,76906,0.01
wayman britt,76259,0.01
mark sibley,78145,0.01
jim seminoff,78114,0.01
mike silliman,78152,0.01
elmer behnke,76141,0.01
larry moffett,77621,0.01
frankie baumholtz,76126,0.01
george blaney,76182,0.01
art burris,76311,0.01
odis allison,76029,0.01
jake fendley,76705,0.01
mike macaluso,77428,0.01
dennis stewart,78253,0.01
walt kirk,77278,0.01
ralph polson,77868,0.01
lewis brown,76279,0.01
bob schafer,78072,0.01
bob riley,77963,0.01
grady o'malley,77766,0.01
craig raymond,77921,0.01
tom stith,78260,0.01
darrell elston,76667,0.01
john mandic,77452,0.01
john murphy,77671,0.01
harry donovan,76585,0.01
bob davis,76533,0.01
ron filipek,76714,0.01
norton barnhill,76109,0.01
joe hutton,77090,0.01
gary gray,76859,0.01
bob allen,76028,0.01
max morris,77646,0.01
keith starr,78243,0.01
bruce hale,76920,0.01
ron crevier,76469,0.01
ed searcy,78105,0.01
bob hubbard,77072,0.01
frank schade,78069,0.01
jay carty,76363,0.01
phil bond,76198,0.01
jackie ridgle,77957,0.01
marcus mann,986,0.01
bob royer,78033,0.01
jim creighton,76468,0.01
joe mcnamee,77559,0.01
bud grant,76850,0.01
harry barnes,76103,0.01
mark minor,77612,0.01
brian heaney,76984,0.01
bob carney,76345,0.01
bill smith,78209,0.01
john windsor,78591,0.01
claude english,76674,0.01
jerry paulson,77816,0.01
abdul jeelani,77126,0.01
joe thomas,78321,0.01
paul graham,76842,0.01
fred nagy,77684,0.01
bob lochmueller,77397,0.01
boris nachamkin,77682,0.01
joe smyth,78212,0.01
ed gayda,76797,0.01
john fairchild,76691,0.01
george patterson,77811,0.01
bob warlick,78459,0.01
dave scholz,78088,0.01
jimmy darrow,76511,0.01
harry boykoff,76224,0.01
ralph ogden,77748,0.01
les hunter,77084,0.01
tommy o'keefe,77753,0.01
jim riffey,77959,0.01
barry nelson,77699,0.01
adrian caldwell,154,0.01
jim brasco,76241,0.01
larry comley,76427,0.01
ron johnson,77165,0.01
claude overton,77780,0.01
moe radovich,77900,0.01
larry hennessy,76998,0.01
bill davis,76538,0.01
bernie harris,76957,0.01
jim ray,77919,0.01
dick knostman,77292,0.01
vic bartolome,76118,0.01
matt zunic,78650,0.01
trevor ruffin,460,0.01
jack kiley,77256,0.01
nate delong,76551,0.01
wayne yates,78630,0.01
d.c. wilcutt,78525,0.01
willie williams,78574,0.01
bob wiesenhahn,78522,0.01
pete brennan,76245,0.01
bert cook,76434,0.01
dave deutsch,76560,0.01
frank radovich,77899,0.01
ron shavlik,78128,0.01
jim burns,76309,0.01
angelo musi,77677,0.01
dick bunt,76301,0.01
ward williams,78573,0.01
junior harrington,2454,0.01
rod knowles,77293,0.01
rick weitzman,78486,0.01
william kennedy,77245,0.01
jim garvin,76793,0.01
sid catlett,76367,0.01
william towery,78363,0.01
pat dunn,76617,0.01
earl shannon,78123,0.01
stojko vrankovic,1037,0.01
don anielak,76049,0.01
roland west,78499,0.01
charlie black,76173,0.01
bato govedarica,76837,0.01
marshall hawkins,76974,0.01
jesse branson,76240,0.01
dick schulz,78092,0.01
bill bolger,76196,0.01
roger strickland,78270,0.01
tony jaros,77123,0.01
buddy jeannette,77125,0.01
don henriksen,76999,0.01
dave minor,77610,0.01
will frazier,76751,0.01
harold ellis,1677,0.01
mel gibson,76809,0.01
sid tannenbaum,78291,0.01
jeff slade,78170,0.01
stan washington,78470,0.01
dave zeller,78640,0.01
luther green,76872,0.01
ron feiereisel,76701,0.01
paul armstrong,76060,0.01
chuck mrazovich,77657,0.01
dwight waller,78444,0.01
dick dickey,76565,0.01
bob kinney,77277,0.01
ed biedenbach,76163,0.01
jim luisi,77422,0.01
chuck osborne,77772,0.01
ed smith,78187,0.01
jerry bird,76168,0.01
wayne stevens,78252,0.01
jake pelkington,77828,0.01
lee knorek,77291,0.01
marv schatzman,78074,0.01
ernie killum,77257,0.01
francis mahoney,77444,0.01
chuck grigsby,76891,0.01
don putman,77891,0.01
kelvin upshaw,78394,0.01
andre spencer,78227,0.01
mel mcgaha,77529,0.01
sam pellom,77829,0.01
bill ebben,76633,0.01
jerry grote,76896,0.01
bob santini,78061,0.01
glen selbo,78109,0.01
thales mcreynolds,77566,0.01
coulby gunther,76905,0.01
paul noel,77723,0.01
stan stutz,78276,0.01
jake carter,76359,0.01
jack tingle,78344,0.01
norm stewart,78256,0.01
doug kistler,77279,0.01
johnny bach,76080,0.01
john pritchard,77887,0.01
jermaine jackson,1983,0.01
bob priddy,77886,0.01
bob evans,76687,0.01
zeke sinicola,78163,0.01
paul huston,77088,0.01
bill dinwiddie,76576,0.01
tommy kearns,77231,0.01
tierre brown,2357,0.01
phil martin,77477,0.01
gene berce,76155,0.01
elmer r. gainer,76769,0.01
dave fedor,76697,0.01
jim walsh,78446,0.01
ed dahler,76496,0.01
herm schaefer,78071,0.01
don bielke,76164,0.01
bob armstrong,76061,0.01
bob duffy,76609,0.01
costic borsavage,76209,0.01
ronnie macgilvray,77430,0.01
jack toomay,78355,0.01
sam ranzino,77912,0.01
mel bennett,76151,0.01
jim caldwell,76328,0.01
walter bond,1603,0.01
norm swanson,78284,0.01
richie frahm,2499,0.01
sarunas jasikevicius,101180,0.01
butch van breda kolff,78401,0.01
johnny horan,77055,0.01
mel peterson,77842,0.01
gary bergen,76156,0.01
bob brown,76284,0.01
johnny orr,77769,0.01
frank reddout,77925,0.01
irv torgoff,78357,0.01
john barber,76096,0.01
gene dyker,76626,0.01
fred diute,76578,0.01
george h. bon salle,76203,0.01
bob carpenter,76346,0.01
donald ackerman,76008,0.01
ed beach,76129,0.01
bobby washington,78469,0.01
hal lear,77352,0.01
andy tonkovich,78353,0.01
connie rea,77922,0.01
john rennicke,77941,0.01
art spector,78226,0.01
walter herrmann,200835,0.01
mac otten,77779,0.01
hank beenders,76139,0.01
george brown,76273,0.01
daniel santiago,2091,0.01
ken rohloff,78011,0.01
doug bolstorff,76197,0.01
carl thomas,1063,0.01
george mcleod,77549,0.01
john mcconathy,77513,0.01
ray radziszewski,77901,0.01
john hargis,76949,0.01
milo komenich,77296,0.01
paul cloyd,76407,0.01
carl mcnulty,77563,0.01
ray ragelis,77902,0.01
howie schultz,78091,0.01
andre barrett,2857,0.01
edwin kachan,77217,0.01
jack hewson,77014,0.01
gabe york,1628221,0.01
kasib powell,2867,0.01
jorge garbajosa,200816,0.01
dedric willoughby,2000,0.01
dermie o'connell,77745,0.01
james davis,76524,0.01
rollen hans,76939,0.01
dan o'sullivan,77776,0.01
earl dodd,76580,0.01
forest able,76006,0.01
jim nolan,77724,0.01
grady lewis,77381,0.01
stephen howard,1128,0.01
al brightman,76254,0.01
tony harris,76961,0.01
joe courtney,1432,0.01
wat misaka,77613,0.01
donald martin,77471,0.01
ryan lorthridge,943,0.01
george glamack,76820,0.01
earl gardner,76778,0.01
bill henry,77004,0.01
fred lewis,77379,0.01
leo klier,77283,0.01
jim phelan,77849,0.01
herm hedderick,76986,0.01
j.r. bremer,2452,0.01
john janisch,77120,0.01
jack garfinkel,76780,0.01
dan kraus,77309,0.00
jim springer,78234,0.00
tom brennan,76246,0.00
brian howard,77065,0.00
keith closs,1569,0.00
al roges,78010,0.00
jerry nagel,77683,0.00
chris jent,1137,0.00
joe mullaney,77659,0.00
howard tidrick,78341,0.00
john dillon,76571,0.00
jim mooney,77631,0.00
lucian whitaker,78506,0.00
roy pugh,77889,0.00
johnny payak,77821,0.00
gerard king,1562,0.00
jack smiley,78177,0.00
murray mitchell,77616,0.00
jackie butler,2866,0.00
herb krautblatt,77310,0.00
dick wehr,78483,0.00
stan noszka,77735,0.00
michael wallace,78443,0.00
james owens,77783,0.00
leon blevins,76186,0.00
ben schadler,78070,0.00
paul gordon,76835,0.00
bob tough,78360,0.00
john pilch,77859,0.00
michael kearns,77230,0.00
darrell brown,76270,0.00
price brookfield,76264,0.00
jim brogan,76262,0.00
oliver lafayette,201802,0.00
paul nolen,77725,0.00
michael hawkins,1138,0.00
mike bloom,76188,0.00
jack parkinson,77801,0.00
randolph morris,201043,0.00
ed stanczak,78240,0.00
john niemiera,77717,0.00
dexter cambridge,76337,0.00
ossie schectman,78078,0.00
paul mccracken,77517,0.00
gale bishop,76171,0.00
jojo english,76676,0.00
pat burke,2469,0.00
melvin booker,511,0.00
norm grekin,76886,0.00
hank biasatti,76161,0.00
stacey arceneaux,76053,0.00
donald smith,78185,0.00
joe dolhon,76581,0.00
jerry rullo,78043,0.00
chance comanche,1628435,0.00
jackie moore,77634,0.00
rollie seltz,78112,0.00
andrew levane,77375,0.00
joe stephens,1086,0.00
david vanterpool,2128,0.00
john tschogl,78370,0.00
les pugh,77888,0.00
dick shrider,78141,0.00
mike batiste,2471,0.00
francis o'grady,77750,0.00
floyd volker,78420,0.00
mike mccarron,77503,0.00
keith tower,700,0.00
gene james,77116,0.00
giff roux,78026,0.00
john abramovic,76007,0.00
kennard winchester,78589,0.00
etdrick bohannon,1564,0.00
gene englund,76677,0.00
harvey marlatt,77464,0.00
ben handlogten,1052,0.00
art long,1609,0.00
art hillhouse,77027,0.00
milt schoon,78089,0.00
mickey rottner,78024,0.00
robin jones,77194,0.00
alan ogg,1628,0.00
paul napolitano,77686,0.00
ralph kaplowitz,77221,0.00
mal mcmullan,77556,0.00
corey beck,1133,0.00
al masino,77482,0.00
billy hassett,76967,0.00
carl meinhold,77574,0.00
leo gottlieb,76836,0.00
ashraf amaya,732,0.00
hank zeller,78642,0.00
mengke bateer,2370,0.00
tim breaux,160,0.00
george lehmann,77369,0.00
ed bartels,76117,0.00
oscar torres,2351,0.00
billy thomas,2873,0.00
jake bornheimer,76207,0.00
fran curran,76492,0.00
william bell,76143,0.00
charles r. jones,1869,0.00
allan ray,200810,0.00
jack mccloskey,77512,0.00
george munroe,77665,0.00
don martin,77473,0.00
charles smith,78179,0.00
mike novak,77736,0.00
renaldo major,200970,0.00
kevinn pinkney,200838,0.00
alex garcia,2682,0.00
dell demps,725,0.00
byron dinkins,76574,0.00
paul mcconnell,77514,0.00
otto schnellbacher,78085,0.00
gerald madkins,1666,0.00
cameron mcgriff,1630787,0.00
danny wagner,78428,0.00
thomas hamilton,676,0.00
awvee storey,2852,0.00
justin williams,200818,0.00
dontell jefferson,200971,0.00
george mearns,77568,0.00
bob faught,76696,0.00
ralph hamilton,76927,0.00
andre owens,101261,0.00
mike penberthy,2130,0.00
ray kuka,77322,0.00
gerald fitch,2809,0.00
stan patrick,77809,0.00
jerome harmon,76952,0.00
tony kappen,77222,0.00
jeremy richardson,200978,0.00
cecil hankins,76935,0.00
hank rosenstein,78019,0.00
george sobek,78214,0.00
ray wertis,78494,0.00
lionel malamed,77447,0.00
wilfred goodwin,76833,0.00
whitey von nieda,78422,0.00
andres guibert,76903,0.00
ira bowman,1085,0.00
henry turner,78379,0.00
lee robbins,77972,0.00
chris hunter,201805,0.00
wayne see,78107,0.00
theron smith,2604,0.00
paul shirley,2321,0.00
john coker,715,0.00
gerard kelly,77237,0.00
bob mullens,77660,0.00
donell taylor,101182,0.00
travis williams,1576,0.00
chuck connors,76432,0.00
george feigenbaum,76702,0.00
wyndol gray,76863,0.00
randy allen,76025,0.00
adolph hoefer,77035,0.00
paul mcpherson,2101,0.00
chris garner,1612,0.00
ward gibson,76811,0.00
bob martin,77478,0.00
bill roberts,77979,0.00
gabriel lundberg,1630994,0.00
desmon farmer,2824,0.00
demarcus nelson,201634,0.00
dick triptow,78368,0.00
thomas gardner,201242,0.00
ruben nembhard,1129,0.00
alan hardy,76947,0.00
rawle marshall,101185,0.00
doug holcomb,77039,0.00
howard wright,78621,0.00
bob knight,77287,0.00
tharon mayes,77493,0.00
dennis hamilton,76926,0.00
clifford lett,77374,0.00
joe colone,76422,0.00
charlie shipp,78653,0.00
tony dawson,76542,0.00
jerome henderson,76992,0.00
mel thurston,78340,0.00
jack cotton,76456,0.00
jack dwan,76624,0.00
bob wilson,78586,0.00
anthony grundy,101219,0.00
shane heal,1049,0.00
askia jones,77174,0.00
horacio llamas,1024,0.00
jamel thomas,1975,0.00
stan brown,76285,0.00
carlton mckinney,77545,0.00
hank dezonie,76562,0.00
john barr,76111,0.00
bob dille,76570,0.00
roy hurley,77086,0.00
johnny simmons,78154,0.00
britton johnsen,2639,0.00
melvin newbern,1116,0.00
wilbert kautz,77228,0.00
james thomas,2839,0.00
bill edwards,76646,0.00
warren kidd,77254,0.00
tom king,77276,0.00
john o'boyle,77742,0.00
lynn greer,2696,0.00
robert hite,200823,0.00
art stolkey,78266,0.00
ratko varda,2237,0.00
leroy chollet,76391,0.00
henry dickerson,76563,0.00
carl shaeffer,78120,0.00
harold brown,76275,0.00
frank gates,76794,0.00
lazaro borrell,1953,0.00
jay miller,77601,0.00
dean oliver,2352,0.00
nate huffman,1572,0.00
ed melvin,77577,0.00
johnny jones,77187,0.00
andy toolson,342,0.00
tom payne,77823,0.00
del beshore,76159,0.00
frank fucarino,76762,0.00
chet carlisle,76341,0.00
lanard copeland,76448,0.00
bob williams,78564,0.00
esteban batista,101212,0.00
andrew gaze,1845,0.00
john chaney,76380,0.00
luke schenscher,101195,0.00
donnie forman,76738,0.00
walt lautenbach,77345,0.00
johnny jorgensen,77211,0.00
aubrey davis,76515,0.00
ed burton,76314,0.00
bob fitzgerald,76720,0.00
rick hughes,1965,0.00
jeff webb,78477,0.00
bill herman,77006,0.00
ron cavenall,76370,0.00
nick shaback,78118,0.00
doyle parrack,77803,0.00
ray owes,1077,0.00
nat militzok,77598,0.00
joel ingram,77095,0.00
jay guidinger,76904,0.00
joe crispin,2343,0.00
kiwane garris,1619,0.00
maurice carter,2466,0.00
jared reiner,2876,0.00
hal uplinger,78393,0.00
al guokas,76907,0.00
marty passaglia,77806,0.00
